st_name,stcd
交口,41731400
端氏,41730400
古城,41623400
巡检,41622800
张坪,41620400
洛南,41622200
八里营,31005400
新乡水利局,31005461
新乡水文局,31005462
孟营,31005463
豫北局,31005464
市政府,31005465
南岭底,41721200
白狐窑,41722400
好村,41723600
景风,41721800
赤石桥,41721400
隼河,41720600
东村,41721000
法中,41723200
过凤楼,62026800
许昌,50622100
许昌水利技校,50622101
东城区,50622102
平顶山水文局,50603201
勒马,50827100
李口,50827800
商丘水文局,50900552
商校,50900553
曹楼,50920100
商丘,50920550
凤凰,31020760
勤泉,31020840
琵琶河,31020850
凤凰,31020800
下河,31023140
高家,31022620
西石门,31020750
古石,31007880
六泉(黄松背),31022600
马武寨村,31023135
塔水河,31020040
冶头,31023130
西庄上,31020680
马圈,41737010
横水,31020740
赶马双,31022610
侯庄,41737980
丈河,41738600
苏家井,31020748
阁河,31007870
刘家庄,31030004
古郊,31020700
灵岩寺,31020770
南圪台,31020690
上郊,41737005
六泉,31022630
附城,41738400
陵川,41738000
小磨河,31007868
锡崖沟,31020720
东双脑,41737006
鸡蛋坪,41422250
朱家庄,41421350
长直,41421600
王茅,41421750
上庙汗,41421950
黄背角,41422650
安阳水利局,31006901
安阳交通局,31006902
张湾,40104433
反上,40912250
马庄,40912270
庙后,40912271
化里庙,40912280
杨寺沟,40912360
峪里,40912370
大石涧,40912380
天爷庙,40922281
寺下,40922282
窑底,40922283
大营,40922284
火电厂,40922285
寺古洼,40922286
宜村,40922287
水淆,40922288
翰林河水库,40922901
涧西,40923001
沟南,40923002
庙坡,40923003
村头水库,40923004
杠庙,40923005
南县,40923006
窑子上,40923007
史家沟,40923008
王家寨,41404440
柏树山,41404441
杨洼,41404442
黄坡后,41404443
龙潭,41404444
高庵,41606401
宫前,41607860
三道院,41607870
北太子沟,41607871
芦草,41607880
铧尖咀,41607881
韩凹,41607890
碓臼沟,41607901
豁口庙,41622125
头峪,41622411
白石崖,41627001
李村,41627002
岳庄,41627003
宫前,41635000
观音堂,41640000
南岩,41912181
龙咀,41912182
小北岭,41912183
下黄,31007591
潞河,31028748
津西,41424701
阎庄,41424702
苇园,41424703
任庄,41424704
送庄,41424705
会盟镇,41424706
扣马,41424707
李家岭,41424708
北庆山,41424709
李家沟,41424711
宋家岭,41607214
尚家坡,41607215
董村,41612447
九泉,41627601
马岭,41627602
东赵,41627603
晋城,41740080
下川,41422150
江湾,62007200
牛村,41736200
丹水,41737200
长畛,41735600
山张,41620401
马寨,41620402
陈沟,41620403
九贤,41620404
东罗洼,41620405
岳滩,41620406
张窑,41620407
东蔡庄,41620408
赫田寨,41620409
杨庄,41620410
柏峪,41623551
任窑,41623621
周寨,41623622
裴村,41623623
寨后,41627604
山化,41627605
良马,41726000
唐城,41724400
段峪,41726600
冀氏,41725600
城关镇,40104439
王村,41726200
孔庄,41426350
王芦岗,41426351
聂店,41426800
常村,41426801
樊相,41426802
张三寨,41426803
于庄,41426804
大后,41426805
丁栾,41426850
城关,41426851
李管桥,41426852
佘家,41427401
文庄,41427402
方里集,41427403
武邱,41427404
苗寨,41427405
吕村寺,41427406
孟岗,41427407
魏庄,41427408
总管,41427409
恼里,41427410
小渠,41427411
宋庄,41427412
驻马店水务局,50204202
胡庙,50204203
驻马店水文局,50304201
豫东局,50823501
开封水利局,50823502
水利设计院,50606603
刘湾水库,50606604
高新区,50606605
经济开发区,50606610
司赵,50631300
毕河,50631301
周口市检察院,50601301
周口市三高,50601302
搬口,50668188
谭家,41422100
石塔子,41421650
民兴,41421700
阎家池,41421500
野猪岭,41420850
曹县,51232350
石庙村,50221310
胡家湾,50220700
永民河,50220162
台子畈,50221350
宣化店,50224150
余家湾,50221250
二道河,50220200
黄连沟水库,50221481
竹林沟水库,50221482
平桥水库,50221483
马家庄,31023150
桥上,31023250
红豆峡,31023143
李家河,31023110
鹅屋,31022750
福头,31023138
鹅屋,31023133
铁冲乡,50525299
濮阳水文局,41402701
河西（大箕）,41737430
黄围,31020100
周村,41733601
柳树口,41738602
河西,41705750
克昌,31028958
东下村,41739600
东屯,41737410
崔庄,41737420
南岭,31020050
东沟,41733200
南石瓮（柳树口）,41737455
外滩,41738612
河西,41740200
柳树口,41739200
大兴（高都）,41737441
韩家庄,41737440
柳树底,41733000
东下村（柳树口）,41737452
土河,41733800
李寨,41733600
阱底,31029130
富水关,62029404
三要,41624600
尖角,41621400
柏峪寺,41622600
耀岭,62027500
双庙,41621600
魏家台,62027700
陈涧,41621200
蒿平河,41627200
东下,41625600
富水关,62029400
新兴,41622400
洛源,41620200
碾子沟口,41626600
李垣,41624400
长麻地,41620600
黄龙铺,41621000
耀岭,62027504
两岔口,41627000
铁峪铺,62026404
桑坪,41623200
墁里,41623000
石门,41621800
庙台,41623800
麻坪街,41620800
铁峪铺,62026400
魏家台,62027704
王家庄,40926700
桑园,40926950
杨家湾,40927050
苏村,40927700
虢镇,40927750
福地,40927850
水南,40928000
大营,40928200
方家河,40928300
草庙,40928350
张村,40928400
菜园,40928450
张茅,40928550
坡头,41420500
邵源,41422400
石渠,41422450
紫院,41422700
灵山,41422750
花园,41422800
杨柏,41422850
石井,41422950
北冶,41423100
王屋,41423200
封门口,41423250
大峪,41423300
坡头,41423440
吉利,41423500
邙岭,41423600
化工,41423650
小关,41423800
米河,41423850
高山,41423900
汜水,41423950
柏香,41424550
冶墙,41424600
崇义,41424650
黄庄,41424700
祥云镇,41424750
赵堡,41424850
大封,41424950
北郭,41425000
广武,41425150
河南村,41626000
潘河,41626200
龙驹街,41626400
横涧,41626800
沙河街,41627600
涧北,41628400
竹林峪,41628600
柳关,41628800
文峪,41629800
范里,41630000
庄科,41630600
纸房,41631400
瓦庙,41631600
兴华,41631800
西山底,41632400
王召寨,41632500
东山底,41632700
赵村,41632800
谷圭,41633600
华山,41633800
木柴关,41634000
宽坪,41634200
东宋,41634600
张坞,41634800
西村,41635200
李村,41635400
下瑶屋,41635600
杜寺,41635800
河底,41636000
石村,41636200
藕池,41636400
高村,41636600
上观,41637200
笃忠,41637400
五龙庙,41637600
柳泉,41637800
赵堡,41638000
盐镇,41638200
石陵,41638400
寻村,41639600
辛店,41639800
张村,41640600
铁门,41641400
仁村,41641600
养马,41642200
麻屯,41642400
马屯,41642800
庙底,41643600
阳坡,41643800
山岔,41644200
石庙,41644400
核桃坪,41644600
白沙洞,41645200
大清沟,41646200
河西,41646800
明白川,41647400
庙湾,41647800
竹园沟,41648000
旧县,41648200
王帽沟,41648600
左峪,41648800
南台,41649000
王莽寨,41649200
黄水庵,41649400
栗子园,41649600
七泉,41650200
陶村,41650400
青沟,41651000
石埚镇,41651600
黑龙沟,41651800
白杨镇,41652000
上蔡店,41652600
江左,41653000
吕店,41653400
鸦岭,41654200
彭婆,41654400
寇店,41654800
李村,41655000
九龙角,41655200
山张,41655400
缑氏,41655600
西村,41657200
李家门外,41658000
站街,41658400
追山,41734400
紫陵,41734600
西万,41740800
东老庄,62011402
南阳水文局,62011403
医圣祠,62011405
刘坊店,50428400
杨庄户,50428601
靳庄,50633700
鲁台,50634050
魏庄,50634051
赵桥,50634052
李菜园,50634054
淮阳,50634100
买臣集,50634150
柳南,50667903
朱集,50668038
孟津,40104800
行洼,41401731
济涧,41401732
吉利,41401733
上河水库,41401734
西坪,41727000
前冯,50622006
呼沱闸,50622103
小李庄,50622104
李井,50622111
蒋李集西,50622150
赵庄,50622151
史楼,50622152
孙庄水库,50622153
王子营闸,50622154
河街,50622400
五女店,50622401
翟庄,50622402
胡寨,50664033
寨张,50664153
